Age,Gender,Weight_kg,Height_cm,BMI,Activity_Level,Exercise_Type,MET,Target_Calories,Duration_minutes
51,Female,56.2,161.4,21.6,Moderately Active,Walking,3.5,623,175.3
27,Female,58.0,149.8,25.9,Lightly Active,Running,8.0,294,36.8
46,Female,52.8,159.9,20.7,Sedentary,Running,8.0,374,43.2
49,Male,73.6,180.8,22.5,Lightly Active,Running,8.0,405,43.3
25,Female,49.0,161.7,18.8,Moderately Active,Walking,3.5,348,118.8
39,Male,52.4,151.3,22.9,Very Active,Running,8.0,303,49.2
52,Female,63.7,152.1,27.5,Sedentary,Walking,3.5,563,138.2
51,Female,56.0,153.4,23.8,Moderately Active,Walking,3.5,514,145.7
38,Male,82.4,168.3,29.1,Lightly Active,Running,8.0,621,51.4
57,Female,49.8,150.9,21.9,Sedentary,Cycling,6.0,674,132.1
52,Male,65.0,165.4,23.8,Sedentary,Cycling,6.0,294,41.2
31,Male,51.8,160.7,20.1,Moderately Active,Walking,3.5,395,124.0
21,Male,67.1,156.2,27.5,Lightly Active,Swimming,7.0,645,75.2
20,Female,61.5,166.3,22.3,Lightly Active,Walking,3.5,636,164.9
28,Female,45.2,161.2,17.4,Lightly Active,Swimming,7.0,166,33.0
21,Female,45.7,164.0,17.0,Moderately Active,Running,8.0,258,40.5
40,Female,49.6,167.8,17.6,Lightly Active,Walking,3.5,334,105.1
26,Male,77.4,167.0,,Sedentary,Yoga,2.5,483,144.2
23,Female,51.9,160.0,20.3,Lightly Active,Walking,3.5,283,80.5
28,Female,61.9,150.3,27.4,Moderately Active,Walking,3.5,472,115.8
22,Female,56.1,157.0,22.7,Moderately Active,Yoga,2.5,633,180.0
54,Female,54.6,155.7,22.5,Lightly Active,Walking,3.5,263,75.2
30,Male,57.0,170.5,19.6,Moderately Active,Swimming,7.0,700,106.2
36,Male,63.9,161.4,24.6,Sedentary,Running,8.0,351,45.5
34,Male,60.9,164.4,22.5,Lightly Active,Yoga,2.5,504,180.0
25,Female,50.2,143.9,24.2,Lightly Active,Walking,3.5,437,137.2
31,Female,,157.2,16.8,Sedentary,Walking,3.5,318,131.2
31,Female,60.6,156.4,24.8,Lightly Active,Running,8.0,521,66.2
20,Male,60.5,171.8,20.5,Sedentary,Running,8.0,167,14.3
27,Male,70.1,163.8,26.1,Moderately Active,Walking,3.5,526,118.3
44,Male,64.4,167.8,22.9,Lightly Active,Cycling,6.0,189,14.6
46,Male,61.3,163.0,23.1,Very Active,Cycling,6.0,272,46.7
21,Male,67.2,174.0,22.2,Lightly Active,Yoga,2.5,650,180.0
45,Male,52.8,179.6,16.4,Moderately Active,Cycling,6.0,635,118.6
40,Male,52.8,164.4,19.5,Lightly Active,Running,8.0,354,49.0
28,Male,65.8,167.9,23.3,Sedentary,Walking,3.5,537,131.5
28,Female,46.2,163.3,17.3,Lightly Active,Yoga,2.5,589,180.0
39,Female,54.1,157.1,21.9,Moderately Active,Cycling,6.0,317,51.7
52,Male,54.1,160.4,,Sedentary,Yoga,2.5,652,180.0
41,Male,63.9,175.4,20.8,Moderately Active,Walking,3.5,291,86.2
24,Male,45.2,164.4,16.7,Sedentary,Yoga,2.5,502,180.0
19,Female,51.1,158.9,20.3,Moderately Active,Yoga,2.5,596,180.0
34,Male,56.7,173.4,18.9,Sedentary,Cycling,6.0,398,64.4
53,Male,77.6,172.2,26.2,Lightly Active,Running,8.0,301,26.7
46,Female,52.8,159.9,20.7,Sedentary,Running,8.0,374,43.2
51,Male,74.5,165.2,27.3,Lightly Active,Cycling,6.0,202,29.0
40,Male,67.6,163.7,25.2,Sedentary,Walking,3.5,634,160.5
19,Female,60.6,157.3,24.5,Sedentary,Walking,3.5,536,134.6
28,Male,57.6,162.7,21.8,Sedentary,Walking,3.5,410,124.8
56,Male,74.0,165.9,26.9,Moderately Active,Walking,3.5,323,66.2
36,Male,70.7,178.6,22.2,Lightly Active,Walking,3.5,381,87.5
22,Female,59.5,,27.5,Lightly Active,Yoga,2.5,410,151.2
55,Male,64.6,168.3,22.8,Sedentary,Running,8.0,460,49.9
53,Male,65.6,181.2,,Sedentary,Cycling,6.0,442,58.9
31,Female,,156.4,22.7,Sedentary,Walking,3.5,548,160.9
49,Female,40.0,159.6,15.7,Moderately Active,Walking,3.5,238,90.0
60,Male,83.9,168.4,29.6,Lightly Active,Walking,3.5,167,33.7
37,Female,49.0,165.4,17.9,Sedentary,Running,8.0,236,34.3
38,Female,49.5,154.3,20.8,Very Active,Running,8.0,283,42.7
41,Male,64.2,167.9,22.8,Lightly Active,Running,8.0,204,24.0
24,Female,52.9,161.7,20.2,Very Active,Swimming,7.0,564,85.3
54,Female,51.3,158.9,20.3,Very Active,Cycling,6.0,500,86.2
54,Male,69.7,166.4,25.2,Very Active,Walking,3.5,520,118.2
46,Male,65.7,,21.5,Lightly Active,Cycling,6.0,564,86.7
43,Female,40.0,163.4,15.0,Sedentary,Swimming,7.0,268,54.7
20,Female,56.6,155.9,23.3,Sedentary,Walking,3.5,271,71.8
53,Male,62.9,165.4,23.0,Lightly Active,Walking,3.5,405,103.7
21,Male,51.1,157.1,20.7,Very Active,Walking,3.5,544,169.4
38,Male,61.6,162.3,23.4,Sedentary,Running,8.0,250,32.4
21,Female,49.9,152.1,21.6,Sedentary,Walking,3.5,625,180.0
60,Female,57.7,158.4,23.0,Sedentary,Running,8.0,352,50.6
25,Male,81.5,170.7,28.0,Sedentary,Cycling,6.0,238,33.7
51,Male,64.3,160.8,24.8,Lightly Active,Walking,3.5,686,165.3
60,Female,60.5,163.4,22.7,Very Active,Walking,3.5,193,43.5
47,Male,81.4,177.4,25.9,Lightly Active,Walking,3.5,382,77.8
51,Female,46.8,152.1,20.2,Sedentary,Running,8.0,690,105.3
30,Female,63.4,156.8,25.8,Sedentary,Cycling,6.0,161,20.0
48,Female,59.4,156.6,24.2,Lightly Active,Walking,3.5,597,159.0
28,Female,45.6,158.1,18.2,Sedentary,Yoga,2.5,652,180.0
26,Male,60.8,170.4,,Lightly Active,Walking,3.5,397,108.6
39,Female,47.2,167.4,16.8,Very Active,Walking,3.5,535,180.0
40,Male,,164.1,21.9,Sedentary,Running,8.0,438,47.8
24,Female,59.6,163.7,22.2,Lightly Active,Running,8.0,154,23.8
46,Female,51.3,158.9,20.3,Lightly Active,Running,8.0,287,40.9
57,Male,66.8,184.8,19.6,Moderately Active,Yoga,2.5,228,76.4
27,Female,53.3,160.5,20.7,Moderately Active,Cycling,6.0,311,51.7
59,Male,73.2,165.0,26.9,Moderately Active,Running,8.0,656,64.4
41,Female,64.6,159.2,25.5,Sedentary,Running,8.0,517,54.4
39,Male,65.1,171.0,22.3,Very Active,Running,8.0,335,41.3
35,Female,49.8,162.4,18.9,Sedentary,Cycling,6.0,688,138.1
35,Male,46.2,169.3,16.1,Lightly Active,Yoga,2.5,496,180.0
21,Female,63.2,,,Moderately Active,Walking,3.5,356,96.7
57,Female,63.3,157.1,25.7,Lightly Active,Running,8.0,581,69.4
40,Female,52.6,161.3,20.2,Moderately Active,Swimming,7.0,694,114.0
37,Female,56.7,157.9,22.7,Very Active,Running,8.0,400,56.2
28,Male,46.2,172.1,15.6,Lightly Active,Running,8.0,631,91.5
19,Female,67.8,168.0,24.0,Sedentary,Walking,3.5,273,68.0
22,Male,,159.6,27.7,Moderately Active,Walking,3.5,623,145.4
49,Male,70.0,174.8,22.9,Very Active,Running,8.0,617,70.4
41,Female,59.4,154.4,24.9,Sedentary,Walking,3.5,466,132.3
41,Male,64.6,168.7,22.7,Moderately Active,Walking,3.5,556,142.7
54,Female,51.9,157.3,21.0,Lightly Active,Walking,3.5,351,108.7
43,Female,47.4,155.6,19.6,Very Active,Walking,3.5,284,95.7
20,Female,40.0,160.3,15.6,Moderately Active,Walking,3.5,541,180.0
27,Male,,169.6,22.3,Moderately Active,Walking,3.5,662,167.9
18,Male,69.4,172.1,23.4,Lightly Active,Walking,3.5,303,67.5
28,Female,41.0,158.3,16.4,Lightly Active,Walking,3.5,286,110.9
24,Male,67.5,167.0,24.2,Moderately Active,Yoga,2.5,389,131.6
34,Female,43.6,154.6,18.2,Very Active,Walking,3.5,274,105.1
56,Male,49.1,169.9,17.0,Sedentary,Running,8.0,621,90.7
54,Female,65.8,147.7,,Sedentary,Walking,3.5,324,83.5
41,Female,49.1,170.0,17.0,Moderately Active,Walking,3.5,296,97.5
56,Male,60.0,165.3,21.9,Sedentary,Running,8.0,600,65.8
19,Female,,157.2,21.2,Lightly Active,Walking,3.5,612,180.0
50,Male,71.0,175.4,23.1,Lightly Active,Walking,3.5,652,149.5
30,Female,,163.2,20.2,Very Active,Running,8.0,577,76.6
35,Female,63.6,159.2,25.1,Moderately Active,Cycling,6.0,501,77.4
25,Female,54.8,157.5,22.1,Moderately Active,Running,8.0,419,51.3
38,Female,54.4,158.4,21.7,Moderately Active,Cycling,6.0,233,37.2
29,Male,52.9,170.9,18.1,Moderately Active,Running,8.0,365,42.0
21,Male,55.0,181.7,16.6,Moderately Active,Cycling,6.0,309,50.1
33,Female,50.7,161.8,19.4,Lightly Active,Cycling,6.0,543,99.8
33,Female,68.6,158.3,27.4,Sedentary,Walking,3.5,664,153.3
40,Male,76.0,173.2,25.3,Moderately Active,Walking,3.5,479,105.4
25,Female,50.9,170.7,17.4,Lightly Active,Cycling,6.0,320,55.7
60,Male,58.7,181.7,17.8,Moderately Active,Walking,3.5,614,170.0
53,Female,55.5,155.2,23.0,Moderately Active,Walking,3.5,243,66.3
54,Male,59.4,172.2,20.0,Sedentary,Swimming,7.0,182,21.4
27,Female,41.7,156.8,16.9,Moderately Active,Walking,3.5,211,82.4
37,Female,,159.9,21.9,Sedentary,Walking,3.5,488,139.9
26,Female,46.8,154.8,,Moderately Active,Walking,3.5,695,180.0
20,Male,69.0,167.3,24.6,Lightly Active,Running,8.0,548,39.8
33,Female,57.4,163.7,21.4,Moderately Active,Running,8.0,538,60.8
49,Male,68.3,172.2,23.0,Moderately Active,Running,8.0,166,15.6
39,Female,57.5,167.2,20.6,Lightly Active,Walking,3.5,201,62.7
52,Male,64.4,180.5,19.8,Lightly Active,Cycling,6.0,459,79.7
29,Male,56.9,155.2,23.6,Moderately Active,Swimming,7.0,636,91.2
38,Female,,157.8,20.2,Lightly Active,Yoga,2.5,335,156.7
26,Male,77.8,168.4,27.4,Lightly Active,Walking,3.5,158,39.3
51,Female,54.5,158.7,21.7,Moderately Active,Cycling,6.0,416,69.5
58,Male,52.4,170.8,,Lightly Active,Running,8.0,388,59.4
60,Female,50.2,156.9,20.4,Sedentary,Yoga,2.5,202,91.9
32,Male,62.7,166.8,22.5,Sedentary,Yoga,2.5,309,111.1
42,Male,66.9,172.7,22.4,Lightly Active,Yoga,2.5,516,180.0
41,Male,56.5,177.0,18.0,Lightly Active,Running,8.0,371,49.9
27,Male,56.7,,18.1,Lightly Active,Swimming,7.0,615,94.3
40,Female,46.7,163.2,17.5,Lightly Active,Walking,3.5,492,165.1
18,Female,60.1,159.5,23.6,Very Active,Swimming,7.0,653,93.4
57,Female,42.0,174.6,13.8,Sedentary,Walking,3.5,488,180.0
46,Male,75.4,175.3,24.5,Lightly Active,Swimming,7.0,196,24.7
56,Male,52.5,171.9,17.7,Moderately Active,Walking,3.5,160,56.4
44,Male,75.4,170.5,25.9,Sedentary,Cycling,6.0,639,83.5
50,Female,72.6,155.6,30.0,Very Active,Running,8.0,245,19.1
38,Female,56.7,151.7,24.6,Lightly Active,Walking,3.5,361,101.6
28,Female,52.9,157.2,21.4,Sedentary,Swimming,7.0,434,63.9
56,Male,72.2,164.3,26.7,Moderately Active,Cycling,6.0,172,16.7
39,Male,72.3,164.4,,Lightly Active,Walking,3.5,226,57.2
50,Female,52.4,158.2,20.9,Lightly Active,Running,8.0,371,51.0
57,Female,51.3,154.7,21.4,Sedentary,Yoga,2.5,694,180.0
31,Female,57.4,160.4,22.3,Sedentary,Walking,3.5,240,68.7
57,Female,79.9,,28.5,Sedentary,Walking,3.5,559,116.0
51,Male,57.6,162.2,21.9,Moderately Active,Walking,3.5,697,180.0
46,Female,59.6,160.5,23.1,Sedentary,Running,8.0,348,44.4
54,Male,67.5,167.7,24.0,Very Active,Walking,3.5,224,53.5
46,Female,40.0,156.7,16.3,Lightly Active,Walking,3.5,349,149.5
25,Female,53.0,164.8,19.5,Moderately Active,Walking,3.5,499,157.3
49,Female,55.3,162.8,20.9,Moderately Active,Cycling,6.0,256,45.0
19,Female,57.9,170.2,20.0,Sedentary,Swimming,7.0,513,71.5
35,Female,45.4,155.6,18.8,Lightly Active,Walking,3.5,480,172.7
29,Male,66.5,177.6,21.1,Moderately Active,Walking,3.5,513,124.0
22,Female,52.6,166.0,19.1,Moderately Active,Walking,3.5,266,84.6
57,Female,56.8,,22.9,Lightly Active,Walking,3.5,448,130.8
45,Male,55.1,164.1,20.4,Moderately Active,Yoga,2.5,600,180.0
52,Female,49.8,156.2,20.4,Lightly Active,Walking,3.5,565,180.0
58,Female,53.1,161.7,20.3,Sedentary,Walking,3.5,613,180.0
40,Male,58.8,176.9,18.8,Moderately Active,Running,8.0,258,36.0
34,Female,54.7,169.9,19.0,Moderately Active,Yoga,2.5,401,169.9
41,Male,79.2,160.0,30.9,Moderately Active,Cycling,6.0,599,81.8
47,Male,75.5,161.9,28.8,Lightly Active,Running,8.0,155,13.7
58,Female,61.6,156.2,,Very Active,Running,8.0,490,53.3
48,Male,70.9,175.4,23.0,Lightly Active,Swimming,7.0,684,76.8
48,Male,60.0,155.5,24.8,Lightly Active,Cycling,6.0,376,51.4
28,Female,,152.1,23.0,Very Active,Walking,3.5,345,109.8
31,Male,71.2,168.9,25.0,Lightly Active,Running,8.0,352,40.7
60,Male,76.0,170.5,26.1,Sedentary,Walking,3.5,390,84.3
57,Male,65.2,166.7,23.5,Very Active,Running,8.0,659,75.8
47,Male,59.6,163.0,22.4,Moderately Active,Cycling,6.0,259,50.8
36,Male,74.5,174.4,24.5,Moderately Active,Swimming,7.0,650,72.4
54,Female,60.8,164.3,22.5,Sedentary,Walking,3.5,361,90.9
55,Male,58.9,171.6,20.0,Lightly Active,Walking,3.5,429,118.1
30,Female,57.9,170.9,19.8,Very Active,Yoga,2.5,539,180.0
55,Female,51.3,161.8,19.6,Sedentary,Cycling,6.0,209,40.0
28,Male,69.4,,23.6,Lightly Active,Cycling,6.0,242,28.2
39,Female,66.0,165.8,24.0,Moderately Active,Yoga,2.5,562,180.0
22,Female,54.9,155.2,22.8,Sedentary,Walking,3.5,674,180.0
37,Female,64.5,145.6,30.4,Lightly Active,Walking,3.5,162,40.9
48,Male,78.4,168.4,27.6,Lightly Active,Swimming,7.0,230,32.7
22,Female,67.2,155.7,27.7,Moderately Active,Running,8.0,630,59.9
56,Female,57.4,163.6,21.4,Lightly Active,Walking,3.5,658,180.0
44,Female,52.4,153.0,22.4,Moderately Active,Swimming,7.0,456,76.5
32,Male,71.0,,26.1,Lightly Active,Running,8.0,190,19.1
22,Female,47.7,159.4,18.8,Lightly Active,Walking,3.5,166,56.7
52,Male,63.8,158.3,25.5,Sedentary,Yoga,2.5,646,180.0
25,Male,64.8,173.1,21.6,Lightly Active,Cycling,6.0,238,32.6
59,Female,55.4,153.3,23.6,Lightly Active,Walking,3.5,413,121.9
59,Male,63.4,173.3,21.1,Moderately Active,Walking,3.5,183,45.1
18,Male,63.1,162.3,23.9,Moderately Active,Walking,3.5,390,107.0
56,Male,63.2,183.2,18.8,Sedentary,Running,8.0,204,22.5
28,Male,55.3,163.0,20.8,Lightly Active,Swimming,7.0,334,49.7
46,Male,51.7,186.9,14.8,Lightly Active,Cycling,6.0,194,26.5
50,Female,51.1,154.8,21.3,Sedentary,Running,8.0,489,57.1
26,Female,55.0,160.1,21.5,Sedentary,Walking,3.5,212,62.1
36,Female,40.3,157.9,16.2,Sedentary,Cycling,6.0,678,157.8
52,Female,58.3,156.4,23.8,Sedentary,Walking,3.5,560,158.1
25,Female,,165.2,17.1,Lightly Active,Walking,3.5,608,180.0
50,Female,54.0,159.5,21.2,Lightly Active,Cycling,6.0,648,114.1
54,Male,47.5,169.2,16.6,Lightly Active,Walking,3.5,244,93.4
49,Female,48.8,153.9,20.6,Lightly Active,Walking,3.5,479,164.4
19,Male,40.0,171.3,,Moderately Active,Walking,3.5,659,180.0
57,Female,43.0,160.7,16.7,Lightly Active,Walking,3.5,644,180.0
60,Female,52.6,159.9,20.6,Sedentary,Walking,3.5,162,45.4
31,Male,68.5,166.5,24.7,Moderately Active,Cycling,6.0,465,66.0
50,Female,53.3,171.1,18.2,Moderately Active,Swimming,7.0,550,93.0
51,Female,60.5,159.2,23.9,Moderately Active,Cycling,6.0,506,79.8
24,Female,45.6,163.5,17.0,Moderately Active,Running,8.0,224,33.9
50,Male,72.4,156.5,29.6,Moderately Active,Yoga,2.5,534,165.4
32,Male,68.6,166.8,24.7,Sedentary,Walking,3.5,217,51.3
45,Female,68.1,158.2,27.2,Lightly Active,Walking,3.5,600,145.0
45,Male,45.9,170.2,15.9,Lightly Active,Swimming,7.0,202,33.6
33,Female,49.0,157.1,,Very Active,Running,8.0,668,91.7
23,Female,68.8,162.2,26.2,Very Active,Cycling,6.0,623,87.2
25,Female,59.2,159.5,23.3,Moderately Active,Walking,3.5,601,162.3
55,Female,,161.4,21.3,Sedentary,Walking,3.5,371,109.5
58,Male,56.5,164.0,,Lightly Active,Cycling,6.0,447,89.3
27,Female,56.1,150.1,,Sedentary,Walking,3.5,180,50.7
52,Male,63.0,165.6,23.0,Lightly Active,Cycling,6.0,414,66.7
18,Male,51.7,,17.8,Moderately Active,Walking,3.5,409,129.7
58,Female,63.5,,25.5,Moderately Active,Cycling,6.0,282,44.6
32,Female,64.5,161.3,24.8,Lightly Active,Walking,3.5,193,54.1
42,Female,58.7,160.0,22.9,Moderately Active,Swimming,7.0,369,56.3
50,Male,64.5,163.9,24.0,Lightly Active,Swimming,7.0,256,28.0
29,Female,71.8,153.3,30.6,Lightly Active,Running,8.0,450,50.7
23,Male,77.5,159.5,30.4,Moderately Active,Running,8.0,275,20.4
42,Male,89.3,170.6,30.7,Sedentary,Walking,3.5,283,55.8
49,Male,53.9,171.0,18.4,Very Active,Walking,3.5,594,171.0
35,Female,59.1,164.0,22.0,Lightly Active,Cycling,6.0,633,106.1
30,Female,45.5,159.7,17.8,Lightly Active,Swimming,7.0,479,78.5
19,Male,84.8,179.3,26.4,Lightly Active,Running,8.0,623,49.6
49,Female,57.6,156.7,23.5,Lightly Active,Running,8.0,636,82.9
18,Male,71.9,171.2,24.6,Lightly Active,Yoga,2.5,247,85.9
27,Female,63.0,145.1,29.9,Sedentary,Cycling,6.0,359,62.5
36,Male,46.3,172.5,15.6,Moderately Active,Swimming,7.0,185,36.3
49,Male,79.9,170.7,27.4,Lightly Active,Swimming,7.0,525,55.5
31,Female,52.2,158.9,20.7,Lightly Active,Walking,3.5,253,85.7
51,Male,57.8,165.7,21.1,Lightly Active,Swimming,7.0,478,68.3
53,Male,72.9,167.5,26.0,Sedentary,Walking,3.5,196,44.0
19,Male,55.4,166.1,20.1,Moderately Active,Walking,3.5,201,63.5
50,Female,68.1,153.6,28.9,Moderately Active,Running,8.0,197,29.7
41,Male,69.6,165.7,25.4,Sedentary,Walking,3.5,486,114.8
28,Male,62.6,176.8,,Moderately Active,Walking,3.5,697,180.0
40,Female,60.2,147.7,27.6,Very Active,Walking,3.5,439,120.4
35,Female,50.7,156.3,20.8,Sedentary,Swimming,7.0,265,43.9
45,Male,,173.1,24.8,Moderately Active,Swimming,7.0,626,58.9
42,Male,61.1,168.4,21.6,Lightly Active,Cycling,6.0,672,107.9
26,Male,65.0,167.8,23.1,Sedentary,Running,8.0,356,47.6
51,Male,73.3,166.7,26.4,Lightly Active,Running,8.0,199,10.9
52,Male,55.5,166.6,20.0,Lightly Active,Swimming,7.0,452,61.0
26,Male,70.2,160.1,27.4,Lightly Active,Running,8.0,503,48.7
45,Male,59.0,164.3,21.8,Sedentary,Walking,3.5,179,48.0
50,Female,43.9,164.3,16.3,Sedentary,Running,8.0,343,52.8
18,Male,40.1,160.5,15.6,Moderately Active,Walking,3.5,552,180.0
49,Female,65.4,154.0,27.5,Very Active,Walking,3.5,489,125.5
42,Male,61.5,180.5,18.9,Sedentary,Cycling,6.0,527,72.7
38,Female,49.6,151.3,21.6,Lightly Active,Cycling,6.0,408,76.5
47,Female,50.7,155.9,20.9,Sedentary,Cycling,6.0,459,85.8
51,Male,47.5,166.7,17.1,Lightly Active,Running,8.0,628,92.7
51,Female,61.2,156.3,25.0,Lightly Active,Yoga,2.5,438,156.5
34,Female,66.9,171.8,,Moderately Active,Walking,3.5,489,124.7
54,Male,,163.3,28.0,Sedentary,Cycling,6.0,200,24.2
52,Male,,156.6,27.4,Lightly Active,Swimming,7.0,173,25.4
29,Female,56.9,154.6,23.8,Sedentary,Walking,3.5,188,57.8
32,Male,62.9,,21.8,Lightly Active,Running,8.0,688,76.0
49,Female,51.1,154.4,,Lightly Active,Cycling,6.0,374,74.3
36,Male,56.0,164.8,20.6,Sedentary,Cycling,6.0,294,56.4
18,Male,75.5,164.1,28.0,Lightly Active,Walking,3.5,338,75.8
29,Male,51.1,164.2,19.0,Very Active,Walking,3.5,212,72.9
54,Male,72.6,178.1,22.9,Lightly Active,Cycling,6.0,623,72.8
30,Male,55.0,,20.5,Very Active,Walking,3.5,266,81.4
59,Female,63.7,158.6,25.3,Sedentary,Yoga,2.5,205,73.9
51,Male,65.1,174.8,21.3,Lightly Active,Walking,3.5,518,129.7
53,Female,58.2,165.6,21.2,Sedentary,Running,8.0,602,79.8
18,Male,72.8,171.1,24.9,Lightly Active,Swimming,7.0,485,53.8
25,Male,71.2,170.4,24.5,Very Active,Walking,3.5,676,159.1
30,Female,65.0,151.8,28.2,Moderately Active,Walking,3.5,153,42.4
42,Female,58.6,151.3,25.6,Sedentary,Walking,3.5,398,104.0
58,Female,68.7,156.6,28.0,Moderately Active,Walking,3.5,309,76.7
59,Male,62.8,165.5,22.9,Lightly Active,Cycling,6.0,309,46.9
41,Male,68.9,173.4,,Lightly Active,Walking,3.5,577,139.7
39,Male,60.5,164.0,,Very Active,Swimming,7.0,632,102.2
35,Female,49.3,150.7,21.7,Lightly Active,Swimming,7.0,682,110.7
55,Female,61.5,153.9,26.0,Moderately Active,Running,8.0,165,21.3
37,Female,68.7,150.6,30.3,Moderately Active,Walking,3.5,253,64.6
28,Female,59.2,153.6,25.1,Lightly Active,Walking,3.5,490,134.1
20,Female,62.7,154.2,26.4,Sedentary,Cycling,6.0,664,109.5
20,Male,56.7,176.8,18.1,Moderately Active,Walking,3.5,220,64.3
24,Male,49.3,183.4,14.7,Sedentary,Cycling,6.0,402,81.7
53,Female,40.0,158.4,15.9,Moderately Active,Cycling,6.0,468,105.1
37,Female,52.5,152.1,,Moderately Active,Yoga,2.5,363,157.8
46,Male,45.5,170.4,15.7,Sedentary,Walking,3.5,161,58.9
23,Female,63.4,158.2,25.3,Very Active,Walking,3.5,470,125.0
47,Female,57.5,,21.9,Lightly Active,Walking,3.5,572,160.4
26,Male,60.9,166.1,22.1,Lightly Active,Yoga,2.5,243,93.1
43,Female,40.0,157.0,16.2,Moderately Active,Running,8.0,232,38.4
54,Male,77.4,174.9,25.3,Moderately Active,Walking,3.5,555,121.4
22,Female,46.4,155.7,19.1,Sedentary,Swimming,7.0,245,41.9
42,Female,60.2,156.8,24.5,Moderately Active,Running,8.0,549,61.3
46,Female,54.4,152.2,23.5,Moderately Active,Walking,3.5,465,140.2
54,Male,54.8,183.8,16.2,Sedentary,Walking,3.5,241,70.0
32,Male,63.0,168.6,22.1,Moderately Active,Walking,3.5,394,97.0
57,Male,68.1,174.6,22.3,Lightly Active,Walking,3.5,300,88.0
38,Female,54.0,163.0,20.3,Sedentary,Swimming,7.0,499,76.3
54,Male,51.3,167.2,18.3,Lightly Active,Walking,3.5,475,153.7
49,Male,68.2,171.4,23.2,Moderately Active,Walking,3.5,265,67.3
50,Female,63.8,161.9,24.3,Lightly Active,Walking,3.5,605,163.5
46,Female,61.2,158.1,24.5,Lightly Active,Walking,3.5,278,70.8
40,Female,50.1,,18.0,Sedentary,Cycling,6.0,632,125.3
31,Male,92.6,170.5,31.9,Sedentary,Cycling,6.0,471,52.5
30,Male,75.3,,24.5,Lightly Active,Cycling,6.0,546,73.5
24,Male,81.7,179.1,25.5,Sedentary,Swimming,7.0,173,10.0
49,Female,40.0,,15.9,Moderately Active,Cycling,6.0,484,108.3
29,Male,60.4,170.5,20.8,Moderately Active,Running,8.0,193,27.1
41,Male,56.4,164.6,20.8,Sedentary,Walking,3.5,477,142.9
19,Female,51.4,156.6,20.9,Sedentary,Swimming,7.0,574,90.7
50,Female,60.7,155.7,25.1,Sedentary,Cycling,6.0,405,66.2
29,Female,43.2,161.3,16.6,Lightly Active,Running,8.0,485,81.8
60,Female,40.8,153.4,17.3,Very Active,Running,8.0,630,102.8
56,Female,59.1,152.9,,Moderately Active,Cycling,6.0,507,81.8
49,Female,64.0,152.1,27.7,Sedentary,Swimming,7.0,357,37.4
31,Male,71.0,176.0,22.9,Lightly Active,Cycling,6.0,358,48.0
24,Male,82.6,162.6,31.2,Moderately Active,Yoga,2.5,224,65.4
56,Male,84.5,175.3,27.5,Sedentary,Swimming,7.0,428,43.7
29,Female,60.6,,22.5,Moderately Active,Walking,3.5,467,132.8
49,Female,60.3,157.8,24.2,Moderately Active,Running,8.0,339,45.6
32,Female,42.8,164.5,15.8,Lightly Active,Cycling,6.0,691,159.6
23,Female,59.0,169.1,,Sedentary,Swimming,7.0,557,73.3
45,Male,70.8,169.6,24.6,Lightly Active,Walking,3.5,531,124.9
19,Male,75.4,189.0,21.1,Sedentary,Walking,3.5,580,127.4
21,Female,56.6,151.1,24.8,Moderately Active,Cycling,6.0,363,71.9
53,Male,68.1,177.2,21.7,Moderately Active,Walking,3.5,529,126.6
20,Female,41.5,165.1,15.2,Lightly Active,Running,8.0,681,125.6
38,Male,67.8,169.9,,Sedentary,Running,8.0,496,46.1
57,Female,60.1,153.8,25.4,Moderately Active,Walking,3.5,258,69.8
39,Female,46.3,,18.9,Sedentary,Running,8.0,547,94.2
30,Female,54.6,164.1,20.3,Sedentary,Walking,3.5,502,156.4
46,Female,68.4,,24.3,Very Active,Walking,3.5,209,47.3
51,Male,70.0,178.9,21.9,Lightly Active,Running,8.0,403,35.2
29,Male,61.8,180.2,19.0,Moderately Active,Swimming,7.0,384,50.7
19,Male,,169.6,16.3,Sedentary,Yoga,2.5,281,137.5
19,Female,53.4,154.2,22.5,Moderately Active,Walking,3.5,382,119.2
53,Female,48.3,156.7,19.7,Lightly Active,Cycling,6.0,443,79.8
30,Female,54.2,167.5,19.3,Sedentary,Running,8.0,373,54.4
41,Male,51.8,168.8,18.2,Very Active,Yoga,2.5,493,180.0
54,Male,63.5,167.3,22.7,Lightly Active,Walking,3.5,264,73.0
22,Female,50.5,165.7,18.4,Sedentary,Running,8.0,305,49.3
51,Female,61.1,158.9,24.2,Lightly Active,Running,8.0,588,75.6
43,Male,60.9,175.0,19.9,Lightly Active,Running,8.0,221,17.2
51,Female,58.3,152.2,25.2,Lightly Active,Running,8.0,226,28.0
50,Female,50.6,156.6,20.7,Moderately Active,Walking,3.5,628,180.0
35,Female,40.0,158.0,16.0,Sedentary,Walking,3.5,640,180.0
26,Male,73.9,175.7,23.9,Sedentary,Walking,3.5,675,142.9
23,Female,,153.1,17.1,Moderately Active,Walking,3.5,386,160.2
34,Male,63.4,167.8,22.5,Moderately Active,Yoga,2.5,592,180.0
42,Female,66.5,163.5,24.9,Moderately Active,Walking,3.5,640,148.9
60,Female,50.7,168.1,17.9,Moderately Active,Running,8.0,611,88.0
